Airline,Source,Destination,Total_Stops,Additional_Info,Price,Date,Month,Year,Arrival_hour,Arrival_min,Duration_hrs,Dep_Time_hour,Dep_Time_min
IndiGo,Delhi,Cochin,1,No info,5947.0,21,3,2019,1,1,4,21,5
Jet Airways,Mumbai,Hyderabad,0,No info,8040.0,21,3,2019,8,8,1,7,10
Jet Airways,Delhi,Cochin,2,In-flight meal not included,10368.0,12,6,2019,12,12,26,9,40
Air India,Delhi,Cochin,1,No info,8907.0,18,5,2019,23,23,26,20,30
IndiGo,Mumbai,Hyderabad,0,No info,4049.0,6,6,2019,7,7,1,6,25
Jet Airways,Banglore,Delhi,0,No info,7229.0,27,5,2019,22,22,3,19,50
IndiGo,Banglore,Delhi,0,No info,3943.0,6,5,2019,0,0,3,21,15
Air Asia,Banglore,Delhi,0,No info,4483.0,3,5,2019,2,2,2,23,55
Air India,Kolkata,Banglore,2,No info,10151.0,21,5,2019,18,18,30,12,0
IndiGo,Banglore,Delhi,0,No info,3419.0,18,6,2019,1,1,2,22,10
Air India,Delhi,Cochin,2,No info,13486.0,18,5,2019,7,7,20,10,55
Vistara,Kolkata,Banglore,1,No info,8610.0,9,6,2019,18,18,22,20,20
GoAir,Banglore,Delhi,0,No info,3898.0,15,6,2019,14,14,2,11,40
Air India,Kolkata,Banglore,2,No info,15187.0,24,3,2019,11,11,26,9,10
IndiGo,Delhi,Cochin,2,No info,10278.0,1,3,2019,21,21,16,4,55
IndiGo,Delhi,Cochin,1,No info,6442.0,15,4,2019,16,16,9,6,50
Jet Airways,Delhi,Cochin,2,In-flight meal not included,13344.0,3,6,2019,12,12,7,5,30
Air India,Banglore,New Delhi,1,No info,5521.0,15,3,2019,8,8,24,8,15
IndiGo,Chennai,Kolkata,0,No info,3597.0,27,5,2019,15,15,2,13,15
Air India,Banglore,New Delhi,1,No info,11077.0,9,3,2019,9,9,22,11,5
Multiple carriers,Delhi,Cochin,1,No info,6673.0,27,3,2019,1,1,7,18,0
Air India,Mumbai,Hyderabad,1,No info,10366.0,6,3,2019,22,22,16,5,55
Air India,Delhi,Cochin,3,No info,10703.0,15,6,2019,19,19,38,5,15
Air India,Delhi,Cochin,1,No info,7174.0,9,5,2019,23,23,13,9,45
Jet Airways,Banglore,New Delhi,1,In-flight meal not included,11087.0,18,3,2019,9,9,10,22,50
Air Asia,Banglore,Delhi,0,No info,3383.0,27,4,2019,2,2,2,23,55
Air India,Kolkata,Banglore,2,No info,14960.0,6,6,2019,8,8,16,16,45
Jet Airways,Kolkata,Banglore,1,No info,11467.0,1,5,2019,9,9,13,20,25
Air India,Mumbai,Hyderabad,0,No info,3100.0,27,6,2019,15,15,1,13,55
Jet Airways,Banglore,New Delhi,1,No info,16736.0,6,3,2019,16,16,10,5,45
Air India,Delhi,Cochin,1,No info,5117.0,1,4,2019,9,9,12,20,40
GoAir,Kolkata,Banglore,1,No info,6354.0,9,6,2019,7,7,8,23,30
Air India,Delhi,Cochin,0,No info,5674.0,18,3,2019,17,17,3,14,10
Air India,Banglore,New Delhi,2,No info,14143.0,6,3,2019,16,16,31,8,50
IndiGo,Banglore,Delhi,0,No info,5740.0,18,4,2019,11,11,2,8,30
GoAir,Banglore,New Delhi,0,No info,7646.0,3,3,2019,14,14,2,11,40
Air India,Delhi,Cochin,2,No info,13591.0,9,5,2019,19,19,28,14,25
Air India,Mumbai,Hyderabad,0,No info,3100.0,1,6,2019,20,20,1,19,30
Jet Airways,Delhi,Cochin,1,In-flight meal not included,5406.0,1,4,2019,12,12,18,18,15
Jet Airways,Kolkata,Banglore,1,No info,14388.0,6,5,2019,8,8,12,20,0
IndiGo,Chennai,Kolkata,0,No info,6297.0,9,3,2019,14,14,2,11,35
Jet Airways,Banglore,Delhi,0,No info,7229.0,12,5,2019,22,22,3,19,50
Air Asia,Banglore,Delhi,0,No info,4282.0,21,6,2019,7,7,2,4,55
Multiple carriers,Delhi,Cochin,1,No info,13727.0,18,5,2019,1,1,14,11,30
Multiple carriers,Delhi,Cochin,1,No info,8614.0,15,6,2019,19,19,7,11,25
Multiple carriers,Delhi,Cochin,1,No info,7363.0,21,3,2019,1,1,7,18,0
GoAir,Banglore,Delhi,0,No info,4340.0,18,5,2019,14,14,2,11,40
IndiGo,Kolkata,Banglore,0,No info,4778.0,9,3,2019,19,19,2,17,15
Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898.0,27,5,2019,12,12,25,11,30
IndiGo,Delhi,Cochin,1,No info,6442.0,15,4,2019,16,16,7,8,35
Jet Airways,Delhi,Cochin,1,No info,14714.0,24,6,2019,19,19,7,11,30
Multiple carriers,Delhi,Cochin,1,No info,8018.0,27,6,2019,22,22,9,13,15
Air India,Kolkata,Banglore,0,No info,4145.0,6,5,2019,23,23,2,20,45
IndiGo,Mumbai,Hyderabad,0,No info,4784.0,9,5,2019,18,18,1,16,55
Air India,Banglore,New Delhi,1,No info,11707.0,12,3,2019,19,19,8,11,50
SpiceJet,Kolkata,Banglore,0,No check-in baggage included,3815.0,21,3,2019,19,19,2,17,15
Air India,Banglore,New Delhi,1,No info,21130.0,1,3,2019,13,13,15,22,0
Jet Airways,Delhi,Cochin,1,No info,17024.0,6,3,2019,18,18,5,13,0
SpiceJet,Kolkata,Banglore,0,No info,3873.0,21,6,2019,11,11,2,9,0
Jet Airways,Kolkata,Banglore,1,No info,14151.0,6,6,2019,19,19,26,17,0
IndiGo,Kolkata,Banglore,0,No info,4804.0,18,6,2019,0,0,2,21,25
Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898.0,27,5,2019,4,4,21,7,5
IndiGo,Banglore,Delhi,0,No info,4284.0,3,5,2019,1,1,2,22,10
Jet Airways,Banglore,Delhi,0,No info,7229.0,21,4,2019,11,11,3,8,20
IndiGo,Banglore,New Delhi,1,No info,6114.0,15,3,2019,12,12,4,7,30
Multiple carriers,Delhi,Cochin,1,No info,14848.0,27,6,2019,19,19,7,11,30
IndiGo,Delhi,Cochin,1,No info,13611.0,6,3,2019,15,15,10,4,45
Jet Airways,Banglore,Delhi,0,No info,8016.0,12,6,2019,10,10,3,7,10
Jet Airways,Kolkata,Banglore,1,No info,14571.0,9,6,2019,18,18,9,8,25
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10675.0,27,5,2019,19,19,10,9,0
IndiGo,Delhi,Cochin,1,No info,6794.0,21,5,2019,11,11,6,4,55
Jet Airways,Delhi,Cochin,1,In-flight meal not included,6540.0,27,3,2019,4,4,18,9,55
Air India,Delhi,Cochin,2,No info,8839.0,15,6,2019,9,9,20,13,15
SpiceJet,Kolkata,Banglore,0,No info,3873.0,6,6,2019,11,11,2,9,0
Air India,Delhi,Cochin,2,No info,11596.0,6,6,2019,19,19,23,20,0
Air India,Delhi,Cochin,1,No info,7199.0,21,3,2019,19,19,11,8,0
Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898.0,1,6,2019,12,12,5,7,5
Multiple carriers,Delhi,Cochin,1,No info,12524.0,1,6,2019,19,19,10,8,45
Jet Airways,Mumbai,Hyderabad,0,No info,8040.0,15,3,2019,11,11,1,10,20
GoAir,Delhi,Cochin,1,No info,5135.0,3,4,2019,19,19,9,10,35
Air India,Banglore,New Delhi,1,No info,5626.0,9,3,2019,23,23,16,6,50
Air India,Delhi,Cochin,1,No info,15809.0,6,3,2019,19,19,12,7,0
IndiGo,Delhi,Cochin,1,No info,6412.0,27,6,2019,22,22,6,16,10
Jet Airways,Delhi,Cochin,2,No info,18804.0,1,6,2019,19,19,7,11,40
IndiGo,Mumbai,Hyderabad,0,No info,2227.0,1,4,2019,22,22,1,21,20
Multiple carriers,Delhi,Cochin,1,No info,6916.0,6,3,2019,22,22,15,7,5
Air India,Mumbai,Hyderabad,0,No info,3100.0,27,6,2019,22,22,1,21,5
Jet Airways,Kolkata,Banglore,1,No info,14388.0,6,5,2019,12,12,5,6,30
Multiple carriers,Delhi,Cochin,1,No info,12327.0,27,3,2019,1,1,9,16,0
Jet Airways,Delhi,Cochin,2,No info,13014.0,3,6,2019,4,4,8,19,30
Vistara,Banglore,Delhi,0,No info,5403.0,15,4,2019,12,12,2,9,45
Multiple carriers,Delhi,Cochin,1,No info,18228.0,9,3,2019,21,21,12,8,40
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844.0,6,6,2019,19,19,23,20,0
Jet Airways,Delhi,Cochin,1,In-flight meal not included,13843.0,6,3,2019,4,4,16,11,30
SpiceJet,Banglore,New Delhi,0,No info,11690.0,1,3,2019,12,12,2,9,35
Vistara,Kolkata,Banglore,1,No info,8452.0,1,5,2019,9,9,16,17,0
Air India,Delhi,Cochin,1,No info,8372.0,27,5,2019,19,19,23,20,0
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262.0,6,6,2019,4,4,14,14,0
Jet Airways,Mumbai,Hyderabad,0,No info,5678.0,15,6,2019,11,11,1,10,20
Jet Airways,Kolkata,Banglore,1,No info,14151.0,12,5,2019,9,9,13,20,25
Jet Airways,Banglore,Delhi,0,In-flight meal not included,4544.0,21,4,2019,22,22,3,18,55
Jet Airways,Kolkata,Banglore,1,No info,12692.0,12,6,2019,14,14,28,9,35
Jet Airways,Delhi,Cochin,2,No info,17019.0,9,3,2019,4,4,14,13,45
IndiGo,Kolkata,Banglore,0,No info,6565.0,3,3,2019,12,12,2,9,35
GoAir,Delhi,Cochin,1,No info,5281.0,27,3,2019,12,12,5,7,0
Multiple carriers,Delhi,Cochin,1,No info,9646.0,9,6,2019,16,16,9,7,5
IndiGo,Mumbai,Hyderabad,0,No info,3175.0,6,3,2019,4,4,1,2,30
Air India,Delhi,Cochin,1,No info,14777.0,6,3,2019,7,7,8,23,0
Multiple carriers,Delhi,Cochin,1,No info,7155.0,12,6,2019,19,19,14,4,55
SpiceJet,Chennai,Kolkata,0,No check-in baggage included,3543.0,6,6,2019,10,10,2,8,20
IndiGo,Kolkata,Banglore,0,No info,4804.0,9,5,2019,12,12,2,9,35
IndiGo,Delhi,Cochin,1,No info,9304.0,3,3,2019,12,12,5,6,40
IndiGo,Banglore,Delhi,0,No info,3943.0,15,4,2019,0,0,3,21,15
IndiGo,Delhi,Cochin,1,No info,7060.0,1,6,2019,22,22,5,17,5
Air India,Banglore,Delhi,0,No info,5228.0,15,6,2019,23,23,2,21,5
SpiceJet,Chennai,Kolkata,0,No info,3597.0,24,6,2019,10,10,2,8,20
SpiceJet,Banglore,Delhi,0,No info,3971.0,3,4,2019,0,0,2,21,10
Multiple carriers,Delhi,Cochin,1,No info,13727.0,6,5,2019,21,21,8,13,0
Jet Airways,Kolkata,Banglore,1,No info,12121.0,1,4,2019,22,22,25,20,25
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262.0,3,6,2019,19,19,23,19,15
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262.0,1,6,2019,12,12,22,14,0
Jet Airways,Delhi,Cochin,1,No info,14714.0,1,6,2019,4,4,8,19,45
Multiple carriers,Delhi,Cochin,1,No info,9838.0,21,3,2019,12,12,7,4,45
IndiGo,Kolkata,Banglore,1,No info,4775.0,18,5,2019,20,20,4,15,15
IndiGo,Banglore,Delhi,0,No info,4823.0,3,5,2019,21,21,2,18,55
Air India,Kolkata,Banglore,2,No info,12723.0,15,5,2019,12,12,30,5,50
IndiGo,Delhi,Cochin,1,No info,5883.0,15,6,2019,1,1,14,10,35
Vistara,Kolkata,Banglore,1,No info,9870.0,24,5,2019,20,20,27,17,0
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262.0,3,6,2019,12,12,23,13,0
Multiple carriers,Delhi,Cochin,1,No info,6513.0,9,6,2019,16,16,9,7,10
Air India,Kolkata,Banglore,2,No info,15532.0,15,5,2019,13,13,20,16,50
Jet Airways,Delhi,Cochin,1,No info,14714.0,6,6,2019,19,19,20,22,50
Vistara,Kolkata,Banglore,1,No info,9187.0,18,5,2019,10,10,14,20,20
Multiple carriers,Delhi,Cochin,1,No info,7038.0,6,6,2019,22,22,7,14,55
Multiple carriers,Delhi,Cochin,1,No info,13587.0,6,6,2019,21,21,7,14,0
Jet Airways,Banglore,Delhi,0,No info,8016.0,3,6,2019,14,14,2,11,10
IndiGo,Mumbai,Hyderabad,0,No info,4049.0,6,6,2019,10,10,1,9,15
Jet Airways,Mumbai,Hyderabad,0,No info,9536.0,6,3,2019,8,8,1,7,10
Jet Airways,Kolkata,Banglore,1,No info,14571.0,24,5,2019,18,18,9,8,25
Jet Airways,Delhi,Cochin,2,In-flight meal not included,15812.0,6,6,2019,19,19,7,11,40
Air Asia,Delhi,Cochin,1,No info,8759.0,6,6,2019,22,22,14,7,55
Air India,Kolkata,Banglore,2,No info,10151.0,21,5,2019,21,21,9,12,0
IndiGo,Kolkata,Banglore,0,No info,4804.0,15,5,2019,18,18,2,15,30
IndiGo,Delhi,Cochin,1,No info,6104.0,24,6,2019,1,1,8,17,30
Air India,Kolkata,Banglore,0,No info,5510.0,6,5,2019,16,16,2,14,15
IndiGo,Delhi,Cochin,1,No info,6027.0,9,5,2019,22,22,5,17,5
SpiceJet,Kolkata,Banglore,0,No info,4174.0,21,5,2019,11,11,2,9,0
IndiGo,Delhi,Cochin,1,No info,6794.0,21,5,2019,1,1,14,10,35
Air India,Delhi,Cochin,2,No info,15428.0,6,3,2019,7,7,25,5,55
Jet Airways,Kolkata,Banglore,1,No info,14388.0,6,5,2019,19,19,23,20,0
IndiGo,Delhi,Cochin,1,No info,6896.0,21,5,2019,1,1,10,15,0
IndiGo,Banglore,New Delhi,0,No info,6144.0,21,3,2019,21,21,2,18,25
Jet Airways,Banglore,New Delhi,1,No info,19225.0,6,3,2019,5,5,6,22,50
Air India,Kolkata,Banglore,2,No info,13227.0,9,5,2019,8,8,16,16,45
Jet Airways,Delhi,Cochin,2,No info,11664.0,27,3,2019,4,4,23,5,25
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844.0,12,5,2019,18,18,23,18,55
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,7757.0,6,6,2019,4,4,7,21,10
IndiGo,Mumbai,Hyderabad,0,No info,2754.0,12,5,2019,20,20,1,19,5
Multiple carriers,Delhi,Cochin,1,No info,7618.0,27,5,2019,21,21,14,7,0
Jet Airways,Kolkata,Banglore,1,No info,14781.0,12,5,2019,23,23,7,16,30
IndiGo,Banglore,Delhi,0,No info,4284.0,15,4,2019,3,3,2,0,30
Multiple carriers,Delhi,Cochin,1,No info,7740.0,6,6,2019,21,21,12,8,45
IndiGo,Banglore,Delhi,0,No info,3419.0,15,6,2019,4,4,2,1,30
Jet Airways,Kolkata,Banglore,1,No info,13941.0,12,5,2019,4,4,20,8,25
Air India,Kolkata,Banglore,2,No info,12723.0,9,6,2019,8,8,27,5,50
Jet Airways,Delhi,Cochin,2,No info,14300.0,12,6,2019,4,4,20,8,10
Air India,Banglore,Delhi,0,No info,6121.0,3,5,2019,12,12,2,10,0
Jet Airways,Delhi,Cochin,1,No info,17549.0,9,3,2019,19,19,11,8,0
SpiceJet,Mumbai,Hyderabad,0,No info,1759.0,27,3,2019,0,0,1,22,45
IndiGo,Banglore,Delhi,0,No info,4423.0,12,5,2019,8,8,2,6,5
Jet Airways,Banglore,Delhi,0,In-flight meal not included,4544.0,9,4,2019,10,10,3,7,10
Multiple carriers,Delhi,Cochin,1,No info,12402.0,3,6,2019,19,19,11,8,0
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663.0,1,5,2019,9,9,24,8,25
Jet Airways,Kolkata,Banglore,1,No info,12681.0,1,4,2019,22,22,26,20,0
Air India,Delhi,Cochin,1,No info,5117.0,1,4,2019,9,9,23,9,45
Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898.0,21,5,2019,12,12,23,13,0
Jet Airways,Kolkata,Banglore,1,No info,13941.0,6,5,2019,8,8,25,6,30
Jet Airways,Banglore,Delhi,0,In-flight meal not included,4030.0,21,5,2019,8,8,2,6,0
IndiGo,Mumbai,Hyderabad,0,No info,17501.0,1,3,2019,7,7,1,6,20
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8529.0,12,6,2019,9,9,19,14,5
Air India,Delhi,Cochin,2,No info,11942.0,9,5,2019,19,19,24,18,45
Jet Airways,Delhi,Cochin,2,No info,11702.0,21,3,2019,18,18,13,5,30
IndiGo,Delhi,Cochin,1,No info,6442.0,3,6,2019,16,16,7,8,35
IndiGo,Kolkata,Banglore,0,No info,4804.0,24,6,2019,12,12,2,9,35
IndiGo,Banglore,Delhi,0,No info,4823.0,1,4,2019,11,11,2,8,30
Multiple carriers,Delhi,Cochin,1,No info,10877.0,12,6,2019,19,19,10,8,50
Air India,Kolkata,Banglore,2,No info,10151.0,9,6,2019,18,18,30,12,0
Air India,Delhi,Cochin,0,No info,5201.0,21,6,2019,8,8,2,5,10
Jet Airways,Kolkata,Banglore,1,No info,13067.0,15,5,2019,18,18,8,9,35
IndiGo,Mumbai,Hyderabad,0,No info,2754.0,24,3,2019,4,4,1,2,30
Air India,Kolkata,Banglore,1,No info,8366.0,15,5,2019,21,21,12,9,25
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844.0,21,5,2019,19,19,24,18,55
Vistara,Banglore,Delhi,0,No info,4878.0,18,6,2019,19,19,2,17,0
Air India,Delhi,Cochin,2,No info,10231.0,21,5,2019,19,19,21,22,0
IndiGo,Kolkata,Banglore,0,No info,4804.0,12,6,2019,14,14,2,11,30
Air India,Delhi,Cochin,0,No info,5201.0,12,6,2019,17,17,3,14,10
Jet Airways,Delhi,Cochin,2,In-flight meal not included,10368.0,1,6,2019,4,4,8,19,30
Vistara,Kolkata,Banglore,1,No info,8820.0,6,6,2019,18,18,22,20,20
Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,4160.0,18,3,2019,11,11,1,10,20
Air India,Kolkata,Banglore,1,No info,8891.0,15,5,2019,18,18,9,9,25
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10539.0,6,6,2019,14,14,21,17,0
SpiceJet,Banglore,Delhi,0,No info,3971.0,1,4,2019,8,8,2,5,55
IndiGo,Delhi,Cochin,1,No info,6093.0,27,6,2019,21,21,13,7,30
Multiple carriers,Delhi,Cochin,1,No info,8266.0,15,5,2019,19,19,6,12,50
Air India,Delhi,Cochin,1,No info,7480.0,18,5,2019,9,9,20,12,30
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262.0,1,6,2019,4,4,10,18,15
Air India,Delhi,Cochin,1,No info,8907.0,12,6,2019,23,23,26,20,30
Multiple carriers,Delhi,Cochin,1,No info,11789.0,27,6,2019,19,19,10,8,45
Multiple carriers,Delhi,Cochin,1,No info,15135.0,3,3,2019,18,18,7,11,30
Multiple carriers,Delhi,Cochin,1,No info,7887.0,18,5,2019,19,19,10,8,30
IndiGo,Delhi,Cochin,1,No info,6818.0,15,5,2019,12,12,7,5,5
IndiGo,Chennai,Kolkata,0,No info,6482.0,9,3,2019,7,7,2,5,15
Jet Airways,Kolkata,Banglore,1,No info,13759.0,24,3,2019,4,4,20,8,25
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262.0,27,6,2019,19,19,11,8,0
Jet Airways,Delhi,Cochin,2,No info,13376.0,9,6,2019,4,4,13,14,35
Multiple carriers,Delhi,Cochin,1,No info,10197.0,15,5,2019,19,19,9,10,0
Multiple carriers,Delhi,Cochin,1,No info,7997.0,18,5,2019,19,19,7,11,25
Air India,Delhi,Cochin,1,No info,5117.0,3,4,2019,9,9,16,17,20
Jet Airways,Delhi,Cochin,1,In-flight meal not included,12373.0,9,5,2019,19,19,9,10,0
Multiple carriers,Delhi,Cochin,1,No info,6795.0,9,6,2019,1,1,12,12,50
Jet Airways,Banglore,Delhi,0,In-flight meal not included,7229.0,27,6,2019,22,22,3,18,55
Air India,Mumbai,Hyderabad,0,No info,2575.0,24,3,2019,15,15,1,13,55
Air India,Kolkata,Banglore,1,No info,7662.0,24,5,2019,21,21,11,9,50
Air India,Kolkata,Banglore,1,No info,8366.0,18,5,2019,21,21,12,9,25
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844.0,18,5,2019,20,20,12,8,25
IndiGo,Chennai,Kolkata,0,No info,3540.0,6,6,2019,7,7,2,5,15
Multiple carriers,Delhi,Cochin,1,No info,16863.0,3,3,2019,1,1,15,10,0
Air India,Banglore,Delhi,0,No info,6121.0,3,5,2019,23,23,2,21,5
IndiGo,Banglore,New Delhi,1,No info,8434.0,9,3,2019,11,11,5,6,25
Jet Airways,Kolkata,Banglore,1,No info,14151.0,21,5,2019,23,23,6,17,0
Jet Airways,Delhi,Cochin,2,No info,14441.0,6,6,2019,12,12,7,5,30
GoAir,Banglore,Delhi,0,No info,3898.0,1,6,2019,14,14,2,11,40
Jet Airways,Delhi,Cochin,2,No info,9483.0,9,4,2019,12,12,13,23,5
Air Asia,Banglore,Delhi,0,No info,4282.0,12,4,2019,7,7,2,4,55
Jet Airways,Banglore,Delhi,0,In-flight meal not included,6478.0,3,6,2019,20,20,3,17,45
GoAir,Banglore,Delhi,0,No info,3898.0,24,6,2019,10,10,2,7,45
Jet Airways,Banglore,New Delhi,1,No info,11297.0,12,3,2019,12,12,6,5,50
IndiGo,Kolkata,Banglore,0,No info,5224.0,27,5,2019,16,16,2,14,25
IndiGo,Banglore,Delhi,0,No info,4823.0,6,4,2019,21,21,2,18,55
IndiGo,Delhi,Cochin,1,No info,14871.0,3,3,2019,15,15,10,4,45
Air India,Delhi,Cochin,1,No info,7480.0,27,6,2019,9,9,23,9,45
IndiGo,Kolkata,Banglore,0,No info,5224.0,3,5,2019,14,14,2,11,30
Multiple carriers,Delhi,Cochin,1,In-flight meal not included,6093.0,24,4,2019,16,16,9,7,10
IndiGo,Mumbai,Hyderabad,0,No info,2754.0,27,6,2019,20,20,1,19,5
IndiGo,Mumbai,Hyderabad,0,No info,2227.0,1,6,2019,21,21,1,20,5
Jet Airways,Kolkata,Banglore,1,No info,14781.0,6,5,2019,18,18,11,6,30
GoAir,Banglore,Delhi,0,No info,3898.0,1,5,2019,10,10,2,7,45
Vistara,Kolkata,Banglore,1,No info,9397.0,24,5,2019,22,22,15,7,10
Vistara,Kolkata,Banglore,1,No info,8452.0,12,6,2019,10,10,27,7,10
IndiGo,Banglore,Delhi,0,No info,4591.0,3,4,2019,2,2,2,23,30
IndiGo,Kolkata,Banglore,1,No info,5930.0,1,4,2019,2,2,5,21,0
Air India,Kolkata,Banglore,2,No info,10991.0,6,5,2019,20,20,14,5,50
SpiceJet,Kolkata,Banglore,0,No info,4622.0,3,3,2019,9,9,2,6,55
Jet Airways,Delhi,Cochin,1,No info,14714.0,6,6,2019,19,19,7,11,30
IndiGo,Banglore,Delhi,0,No info,4823.0,18,6,2019,11,11,2,8,30
Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,2228.0,18,3,2019,4,4,1,2,55
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10703.0,6,5,2019,23,23,6,17,0
Vistara,Banglore,Delhi,0,No info,5613.0,3,5,2019,19,19,2,17,0
Jet Airways,Kolkata,Banglore,1,No info,13759.0,24,3,2019,18,18,11,6,30
IndiGo,Banglore,Delhi,0,No info,3943.0,12,6,2019,15,15,2,13,0
IndiGo,Banglore,New Delhi,0,No info,4944.0,21,3,2019,3,3,2,0,40
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262.0,24,6,2019,19,19,5,14,0
SpiceJet,Kolkata,Banglore,1,No info,8479.0,6,6,2019,18,18,7,11,35
IndiGo,Delhi,Cochin,1,No info,7514.0,3,6,2019,16,16,8,7,35
Air India,Delhi,Cochin,0,No info,6934.0,6,5,2019,17,17,3,14,10
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663.0,12,5,2019,12,12,17,18,55
Multiple carriers,Delhi,Cochin,1,In-flight meal not included,8085.0,21,3,2019,21,21,11,10,0
Vistara,Delhi,Cochin,0,No info,7266.0,9,3,2019,9,9,3,6,0
IndiGo,Delhi,Cochin,1,No info,6493.0,3,6,2019,22,22,5,17,5
Jet Airways,Delhi,Cochin,1,No info,14714.0,27,6,2019,19,19,9,10,0
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262.0,6,6,2019,4,4,15,13,0
Vistara,Banglore,New Delhi,0,No info,4878.0,21,3,2019,12,12,2,9,50
Jet Airways,Banglore,New Delhi,1,No info,17261.0,6,3,2019,9,9,16,16,55
Jet Airways,Kolkata,Banglore,1,No info,13044.0,12,6,2019,8,8,12,20,0
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262.0,27,6,2019,19,19,25,17,30
Multiple carriers,Delhi,Cochin,1,No info,8614.0,15,6,2019,19,19,12,6,40
Jet Airways,Delhi,Cochin,1,No info,12032.0,27,3,2019,19,19,27,16,0
Jet Airways,Banglore,New Delhi,1,No info,12284.0,18,3,2019,13,13,6,7,0
GoAir,Banglore,Delhi,0,No info,3419.0,27,5,2019,10,10,2,7,45
IndiGo,Delhi,Cochin,1,No info,6528.0,21,3,2019,22,22,6,16,10
Jet Airways,Delhi,Cochin,1,In-flight meal not included,9732.0,27,5,2019,19,19,7,11,30
IndiGo,Delhi,Cochin,1,No info,5761.0,15,4,2019,12,12,5,6,50
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8586.0,18,5,2019,8,8,26,5,45
Jet Airways,Banglore,Delhi,0,In-flight meal not included,6144.0,24,5,2019,20,20,3,17,45
SpiceJet,Banglore,Delhi,0,No check-in baggage included,3257.0,24,5,2019,8,8,2,5,55
Multiple carriers,Delhi,Cochin,1,No info,9021.0,9,5,2019,1,1,7,17,45
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262.0,3,6,2019,12,12,25,11,30
Air India,Mumbai,Hyderabad,2,No info,13757.0,6,3,2019,14,14,9,5,30
IndiGo,Delhi,Cochin,0,No info,5895.0,15,3,2019,17,17,3,14,30
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663.0,21,5,2019,4,4,9,18,55
Air India,Delhi,Cochin,1,No info,6587.0,9,5,2019,6,6,25,5,15
SpiceJet,Banglore,Delhi,0,No info,3311.0,6,5,2019,8,8,2,5,55
SpiceJet,Delhi,Cochin,1,No info,6297.0,18,5,2019,11,11,5,6,5
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844.0,12,5,2019,19,19,24,18,55
IndiGo,Mumbai,Hyderabad,0,No info,4049.0,27,5,2019,10,10,1,9,10
Air India,Banglore,Delhi,0,No info,6961.0,3,6,2019,16,16,2,13,20
SpiceJet,Chennai,Kolkata,0,No info,3384.0,27,3,2019,10,10,2,8,20
Jet Airways,Delhi,Cochin,2,In-flight meal not included,13029.0,9,5,2019,12,12,26,9,40
SpiceJet,Chennai,Kolkata,0,No check-in baggage included,3859.0,6,5,2019,10,10,2,8,20
Air India,Delhi,Cochin,2,No info,11732.0,12,6,2019,19,19,24,18,45
Multiple carriers,Delhi,Cochin,1,No info,12524.0,6,6,2019,19,19,10,8,45
Jet Airways,Banglore,New Delhi,1,No info,12284.0,18,3,2019,12,12,5,7,0
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262.0,15,6,2019,12,12,10,2,15
Jet Airways,Delhi,Cochin,2,In-flight meal not included,13344.0,24,6,2019,12,12,7,5,30
Jet Airways,Banglore,Delhi,0,No info,7229.0,18,4,2019,20,20,3,17,45
Air India,Kolkata,Banglore,2,No info,14960.0,12,6,2019,8,8,23,9,50
Air India,Delhi,Cochin,2,No info,13381.0,12,6,2019,7,7,24,6,50
Multiple carriers,Delhi,Cochin,1,No info,15147.0,6,3,2019,1,1,12,12,50
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8586.0,6,5,2019,4,4,22,6,30
IndiGo,Delhi,Cochin,1,No info,7054.0,6,5,2019,22,22,8,14,20
